word;2_00;2_10
solistenkwartet;-;K
solo-elpee;-;K
solo-oven;-;K
solvayprocedé;-;K
songschrijversduo;-;K
soufflébakje;-;K
soulinvloed;-;K
spachtelputzen;-;K
spadesteel;-;K
spanfiets;-;K
spanningscoëfficiënt;-;K
spasmeaanval;-;K
spatiewoord;-;K
speculatiedrift;-;K
speedbootracen;-;K
speelgoeddier;-;K
speelgoedhuisje;-;K
speelklok;-;K
speerpuntindustrie;-;K
spelersingang;-;K
spic en span;-;K
spiegelaflezing;-;K
spiegelzool;-;K
spierballenwetgeving;-;K
spierpees;-;K
spierstuk;-;K
spiersuiker;-;K
spijbelbus;-;K
spilgemeente;-;K
spiraalnevel;-;K
sponsorschenking;-;K
sporenkievit;-;K
sportbulletin;-;K
sporthygiëne;-;K
sportlievend;-;K
sporttoto;-;K
spotblad;-;K
spraakchip;-;K
spreidlicht;-;K
spreidvoet;-;K
spreidzit;-;K
sprekerstafel;-;K
springkikker;-;K
springlat;-;K
springruiterteam;-;K
springvrucht;-;K
sproeidop;-;K
squareback;-;K
squashsport;-;K
staalsanering;-;K
staarlijder;-;K
staartgeboorte;-;K
staartpeper;-;K
staatschef;-;K
staatsinvesteringsmaatschappij;-;K
staccatocultuur;-;K
stadscreool;-;K
stadsguerrillaorganisatie;-;K
stadsvervoersbedrijf;-;K
stakenas;-;K
stalinorgel;-;K
stammorfeem;-;K
stamwapen;-;K
standyoghurt;-;K
starfruit;-;K
state-of-the-artartikel;-;K
stationskap;-;K
statusladder;-;K
statusobject;-;K
steekneus;-;K
steekpenningenaffaire;-;K
steekpenningenrekening;-;K
steendrukkunst;-;K
steengravure;-;K
steenkolenwinning;-;K
steilewandrijder;-;K
steilwandig;-;K
stellingsgevoel;-;K
stelphoeve;-;K
stemadviescommissie;-;K
stembusafspraak;-;K
stemmingsverbetering;-;K
stemsleutel;-;K
stemvastheid;-;K
stengelvezel;-;K
steppekiekendief;-;K
steppekievit;-;K
steppingstone;-;K
ster-van-bethlehem;-;K
sterachtig;-;K
sterexplosie;-;K
stijfkramp;-;K
stijfvloeken;-;K
stijlkritiek;-;K
stijllabel;-;K
stille willie;-;K
stinkvogel;-;K
stinsenflora;-;K
stoepenzout;-;K
stofknoop;-;K
stokmeter;-;K
stolpnaad;-;K
stoneleek;-;K
stootbeitel;-;K
stormrijp;-;K
stortgoedtechnologie;-;K
stortklep;-;K
straatfiguur;-;K
straatjunkenproject;-;K
straatvechterij;-;K
stralingsgenetica;-;K
strandvogel;-;K
strategoën;-;K
strijdkrachtonderdeel;-;K
strijkecht;-;K
strijkvrij;-;K
strokleur;-;K
strooidop;-;K
strooiwei;-;K
stroomdalflora;-;K
stroomregelaar;-;K
stroopsmeren;-;K
strovezelplaat;-;K
structurenvergadering;-;K
studie-ijver;-;K
studiebeurzenstelsel;-;K
studieleider;-;K
studierichtingsleider;-;K
stuifgaten;-;K
stukgoedbedrijf;-;K
stuurschakeling;-;K
stuwstraalmotor;-;K
sub rosa;-;K
substraattaal;-;K
succubus;-;K
sudderplaat;-;K
sufkees;-;K
suggestibel;-;K
sultanarozijn;-;K
superdeeltjesversneller;-;K
superdoe-het-zelfzaak;-;K
superprestigeklassement;-;K
supervetcool;-;K
surimono;-;K
surinamisme;-;K
surinamist;-;K
suripop;-;K
suzanne-met-de-mooie-ogen;-;K
swipi;-;K
syndroom van Asperger;-;K
synontologie;-;K
taalbehoud;-;K
taalconsulent;-;K
taalpariteit;-;K
taartjeswinkel;-;K
taboulé;-;K
tafelbiljart;-;K
tafelgarnituur;-;K
taikoen;-;K
tajineschaal;-;K
takehometentamen;-;K
tallegio;-;K
tallshipsrace;-;K
tandmedeklinker;-;K
tandoorikip;-;K
tapijtslang;-;K
tarboesj;-;K
targoem;-;K
tarokkaart;-;K
te bestemder plaatse;-;K
te eniger tijd;-;K
te onzen voordele;-;K
techina;-;K
technologieakkoord;-;K
tefille;-;K
tehuiskind;-;K
tekeningententoonstelling;-;K
tele-informatie;-;K
telecommunicatiemaatschappij;-;K
telefooncabine;-;K
telerecorder;-;K
telescoopvoorvork;-;K
teloh;-;K
telrijmpje;-;K
ten bewijze;-;K
ten geschenke geven;-;K
tennisnatie;-;K
tenorsleutel;-;K
tentoonstellingsinstituut;-;K
tentoonstellingspaviljoen;-;K
ter beurze;-;K
ter eenre zijde;-;K
ter kerke;-;K
ter ore;-;K
terekruiter;-;K
termijnlevering;-;K
terneerliggen;-;K
terneervallen;-;K
terpentijnhars;-;K
terra nigra;-;K
terra sigillata;-;K
terra-sigillata-aardewerk;-;K
terra-sigillataschaal;-;K
terraszitter;-;K
teruggavenbiljet;-;K
terugkomer;-;K
terugploegproject;-;K
terugroeprecht;-;K
terugwensen;-;K
testexplosie;-;K
tetanusserum;-;K
tewerkstellingsdienst;-;K
theaterdecor;-;K
theeautomaat;-;K
theepakker;-;K
theeworstje;-;K
thermobarometer;-;K
thermodiffusie;-;K
thomaschristenen;-;K
thuislandensysteem;-;K
tienvingersysteem;-;K
tirette;-;K
titelapparaat;-;K
titelrolvertolker;-;K
titiaap;-;K
tjabé;-;K
tjauwmin;-;K
toekenningscommissie;-;K
toelatingsstop;-;K
toestormen;-;K
togatus;-;K
toldienst;-;K
tolstojaan;-;K
tomatensardine;-;K
toneelfiguur;-;K
toneelmuseum;-;K
toneelspelersgezelschap;-;K
toonbanklening;-;K
toongeving;-;K
toonhoogteverschil;-;K
toonkunstenaarsbond;-;K
toonsleutel;-;K
topcricket;-;K
topsportliga;-;K
totallossverklaring;-;K
tourniquetdeur;-;K
tourradio;-;K
tramwegmaatschappij;-;K
tramwegwezen;-;K
transfer-RNA;-;K
transfigureren;-;K
transporttroepen;-;K
treinenhal;-;K
trekkoffie;-;K
treurniet;-;K
trial-and-errormethode;-;K
trimtoestel;-;K
triobezetting;-;K
tripartiteoverleg;-;K
tripmadam;-;K
trippelpas;-;K
troefboer;-;K
trommelvliesontsteking;-;K
tropenwoud;-;K
trucopname;-;K
trustcompagnie;-;K
tsuba;-;K
tubelijm;-;K
tuchtprefect;-;K
tulpenveld;-;K
tuner-versterker;-;K
tuniekpak;-;K
turboproptoestel;-;K
turkenbak;-;K
turkenvriend;-;K
turkologie;-;K
turtleneck;-;K
tussentint;-;K
tuttut;-;K
twatwa;-;K
tweedegeneratieallochtoon;-;K
tweekamerparlement;-;K
tweepoot;-;K
twk;-;K
type-eenonderwijs;-;K
typetweeonderwijs;-;K
uit kostenoogpunt;-;K
uit milieuoogpunt;-;K
uitdagerslijst;-;K
uitfloepen;-;K
uitgangsverbod;-;K
uitgeversimperium;-;K
uitkakken;-;K
uitkomstprobleem;-;K
uitlaatcenter;-;K
uitstapclausule;-;K
uitvlagoperatie;-;K
ultramicroscoop;-;K
ultrastructuur;-;K
upper class;-;K
ups-and-downs;-;K
uraniumverwerkend;-;K
utiliteitsbouwer;-;K
v.r.n.l.;-;K
vaagdoenerij;-;K
vaasvorm;-;K
vaderlandsloos;-;K
valuta-analist;-;K
valutamarktinterventie;-;K
vampiersmentaliteit;-;K
vampirella;-;K
van bondswege;-;K
van dattum;-;K
van krommenaas gebaren;-;K
van likmevestje;-;K
vanghek;-;K
vanityfair;-;K
vastgoedbeleggingsmaatschappij;-;K
veertigurenweek;-;K
veldgrijs;-;K
velomaker;-;K
vensterdorpel;-;K
vensterrichel;-;K
verbindings-n;-;K
verdachtenkooi;-;K
verdedigingspact;-;K
verduisteringspapier;-;K
verfmes;-;K
vergassingstechniek;-;K
vergletsjering;-;K
vergrotingsapparaat;-;K
verjaardagsgast;-;K
verkiezingsinkt;-;K
verkletsen;-;K
verkrachtingskamp;-;K
verleidingstheorie;-;K
vermassacreren;-;K
vermogensgroeifonds;-;K
verpappen;-;K
verpleegassistent;-;K
verrichtingsleer;-;K
verrijkingsarbeid;-;K
versoberingspolitiek;-;K
verssoort;-;K
vertepunt;-;K
vervalmaand;-;K
vervoerdersoverleg;-;K
vervolmakingsjaar;-;K
verzamelbekken;-;K
verzekerbank;-;K
verzevenvoudiging;-;K
verzinklijn;-;K
vetpuistje;-;K
vezelgroep;-;K
vezelmarkt;-;K
vibratoloos;-;K
vice-eersteminister;-;K
videoverhuurder;-;K
videoverhuurketen;-;K
vierentwintiguursdienst;-;K
vierentwintiguursservice;-;K
vierenveertigjarig;-;K
vijfkamerwoning;-;K
vijfpartijenakkoord;-;K
vijftigeurobiljet;-;K
vingerkleuren;-;K
vingerspel;-;K
vingertaal;-;K
vioolpedagoog;-;K
vipplaats;-;K
viproom;-;K
vipruimte;-;K
viptribune;-;K
visgraatdessin;-;K
vismoot;-;K
visooglens;-;K
vissenhuid;-;K
vissenleer;-;K
visserijuitrusting;-;K
vitamine B12;-;K
vlakschaaf;-;K
vlakvijl;-;K
vleesgroente;-;K
vliegenklapper;-;K
vlieghelm;-;K
vliegstoel;-;K
vliegtuigbouwconsortium;-;K
vochtkring;-;K
voetbesturing;-;K
voetiaan;-;K
voettitel;-;K
voj;-;K
voj-school;-;K
volksarmee;-;K
volksballade;-;K
volksheerschappij;-;K
volksverhuizingstijd;-;K
volksvlijt;-;K
volledigheidsdrang;-;K
vollullen;-;K
voogdijinstantie;-;K
voor-Grieks;-;K
voorgefabriceerd;-;K
voorrevolutionair;-;K
voortverkopen;-;K
voortvluchtigheid;-;K
vooruitgangsideaal;-;K
vooruitgangsideologie;-;K
vormverscheidenheid;-;K
vorstkam;-;K
vos-school;-;K
vraatziekte;-;K
vrachtwagenvignet;-;K
vredespartij;-;K
vreemdelingenbureau;-;K
vrijeluchtinspectie;-;K
vrijerig;-;K
vroegneolithisch;-;K
vrolijke frans;-;K
vrouwen-wc;-;K
vrouwenpaar;-;K
vrouwenpraatgroep;-;K
vruchtafdrijvend;-;K
vruchtenbrandewijn;-;K
vruchtgebruikregeling;-;K
vuilniskoker;-;K
vuilnisstort;-;K
vuilschrijverij;-;K
vuisthamer;-;K
vuurkruis;-;K
vuurkruiser;-;K
vuurtang;-;K
waaierigheid;-;K
walrecht;-;K
wandschroot;-;K
wandsculptuur;-;K
wapenbeheersingsbespreking;-;K
warimbo;-;K
wasemig;-;K
washipapier;-;K
wasstift;-;K
watercooker;-;K
watertransportmaatschappij;-;K
wederuitgave;-;K
wederuitzending;-;K
wedstrijdmakelaar;-;K
weefselkenmerk;-;K
weerstandsbeweging;-;K
wegdistel;-;K
weggooiartikel;-;K
weichselien;-;K
weifelachtigheid;-;K
welfarewerk;-;K
wensvoorstelling;-;K
wereldmilieuconferentie;-;K
wereldseizoentijd;-;K
wereldtopspeler;-;K
werkingskrediet;-;K
werpkracht;-;K
wervelholte;-;K
wervingssecretariaat;-;K
wetenschappelijk-technisch;-;K
wetenschapstheoretisch;-;K
whiskygrog;-;K
wiekgeklap;-;K
wielrenbroek;-;K
wielvlucht;-;K
wijnkleur;-;K
wijnkristal;-;K
wildschaar;-;K
wildschotel;-;K
wilgachtig;-;K
winchester;-;K
windefamilie;-;K
windschoor;-;K
winningmood;-;K
wintersportmode;-;K
winti-ensemble;-;K
wintiritueel;-;K
wisi;-;K
wisselplicht;-;K
witbestoven;-;K
witkopaap;-;K
witoog;-;K
wodanseik;-;K
woede-uitval;-;K
wolboer;-;K
wolprijs;-;K
wonderblad;-;K
woon-werkproject;-;K
worggreep;-;K
wortelaanzet;-;K
wortelvormig;-;K
would-beactrice;-;K
wrijvingsvlak;-;K
wurgstokje;-;K
yankee-Engels;-;K
yaws;-;K
yencrisis;-;K
yoghurtbeker;-;K
yoghurtplant;-;K
ypresien;-;K
zaadkiem;-;K
zaadstorting;-;K
zaaduitstorting;-;K
zaaizaadbedrijf;-;K
zandrits;-;K
zebra-effect;-;K
zeegeschiedenis;-;K
zeeprovincie;-;K
zeeverbranding;-;K
zeggenmoeras;-;K
zeggenveen;-;K
zegsmens;-;K
zelfbedieningspomp;-;K
zelfverdedigingssport;-;K
zelfwording;-;K
zenuwpil;-;K
zenuwvlecht;-;K
zesendertigurenweek;-;K
zesjarenplan;-;K
zestiende-eeuwer;-;K
zestigpluskaart;-;K
zeurderigheid;-;K
zeurprobleem;-;K
ziekte van Ménière;-;K
ziekte van Weil;-;K
zigzagmachine;-;K
zigzagnaaimachine;-;K
zijspanrace;-;K
zijspanrijder;-;K
zilverpopulier;-;K
zilverstift;-;K
zilverzout;-;K
zingevingsdeskundige;-;K
zinkgravure;-;K
zinsritme;-;K
zintuigfysiologie;-;K
zit-slaapbank;-;K
zitkubus;-;K
zoektool;-;K
zoetelijkheid;-;K
zoetklinkend;-;K
zomerhausse;-;K
zonne-uitslag;-;K
zonnepit;-;K
zonnewei;-;K
zoutwateraquarium;-;K
zoögamie;-;K
zuidingang;-;K
zuiveringsmiddel;-;K
zwageres;-;K
zwart-Amerikaans;-;K
zwart-witprinter;-;K
zwart-wittoestel;-;K
zwartewoudham;-;K
zwavelkop;-;K
zweetparel;-;K
zwingliaan;-;K
à gogo;-;K
à-la-carterestaurant;-;K
über-ich;-;K
Eerste Kamerfractie;-;K
Eerste Kamerlid;-;K
Eerste Kamervoorzitter;-;K
Hof van Cassatie;-;K
Middellandse Zeekust;-;K
Middellandse Zeeland;-;K
Tweede Kamervoorzitter;-;K
Vlaamse kermis;-;K
democratisch socialist;-;K
er bekaaid van afkomen;-;K
honderd miljoen;-;K
junior manager;-;K
militant nationalistisch;-;K
moleculair bioloog;-;K
op de pof;-;K
te eigen bate;-;K
te gelegener tijd;-;K
te harent;-;K
te hunnent;-;K
te mijnent;-;K
te onzent;-;K
terzijde staan;-;K
ver verwijderd;-;K
boekenweekuitgave;-;K
decafeïné;-;K
Bosnisch-Servisch;-;K
Kennemer;-;K
aandelenparticipatie;-;K
compactcamera;-;K
dagattractie;-;K
dagparkeerder;-;K
dekdoorvoering;-;K
duiveluitdrijver;-;K
grondstoffenleverancier;-;K
hobbydier;-;K
langlaufski;-;K
lesaantekening;-;K
meerketting;-;K
meerpolder;-;K
meerring;-;K
popper;-;K
recruiter;-;K
rijprestatie;-;K
satanistisch;-;K
tweekapper;-;K
veevervoerder;-;K
veiligheidsregeling;-;K
viertonner;-;K
visbereiding;-;K
viskweker;-;K
insectenpoeier;-;K
push-up-bh;-;K
push-upbeha;-;K
vandaliseren;-;K
mega-investering;-;K
beeldvormend;-;K
relschoppen;-;K
mimiset;-;K
zwart-geel;-;K
allerleukst;-;K
naw;-;K
pdf;-;K
sf;-;K
tl;-;K
VI;-;K
mg;-;K
XVI;-;K
VN-Veiligheidsraad;-;K
belastingcenten;-;K
geo-informatie;-;K
springkussen;-;K
ms;-;K
regering-Bush;-;K
nrs.;-;K
varkensgriep;-;K
Michelinster;-;K
a.d.h.v.;-;K
Rekenkamercommissie;-;K
ledenbrief;-;K
monovolume;-;K
boogie;-;K
trombo-embolie;-;K
Sovjetstaat;-;K
lagerugpijn;-;K
Lozingenbesluit;-;K
regering-Leterme;-;K
niet-standaard;-;K
niet-jood;-;K
welzijnsprobleem;-;K
allerlekkerst;-;K
zekerheidsstelling;-;K
jongbier;-;K
minimuminvoerprijs;-;K
seksualiteitsdispositief;-;K
zekerheidssteller;-;K
arbeidskost;-;K
eisbaar;-;K
familielink;-;K
gastvrouwe;-;K
holocaustontkenning;-;K
interimbureau;-;K
interimcontract;-;K
interimovereenkomst;-;K
jeugdparlement;-;K
jeugdparlementariër;-;K
kruidlaag;-;K
miswaak;-;K
islambasher;-;K
pilotfase;-;K
polstering;-;K
rijdbaar;-;K
rondzit;-;K
schrijfbaar;-;K
studentenplein;-;K
surfspot;-;K
akkerrand;-;K
busvervoerder;-;K
uitrekbaar;-;K
vetspek;-;K
vijfhonderdtal;-;K
voorkruipzorg;-;K
geestesgeschiedenis;-;K
grafkerk;-;K
ijsklont;-;K
ijszeiler;-;K
klassensamenleving;-;K
luchtdoel;-;K
paardenbeen;-;K
plantendek;-;K
planwijziging;-;K
platland;-;K
privébelang;-;K
privéhuis;-;K
paardoffer;-;K
privébezoek;-;K
regeringspropaganda;-;K
regeringsreglement;-;K
tantelief;-;K
toekomstdenken;-;K
verbindingsboog;-;K
verdedigingsgracht;-;K
verdedigingshond;-;K
verdedigingssport;-;K
visstroperij;-;K
vistechniek;-;K
visveiling;-;K
slaging;-;K
schriftelijkheid;-;K
bouwkost;-;K
dubbelpion;-;K
hooglied;-;K
acteerles;-;K
bacteriecel;-;K
bosvogel;-;K
denkstap;-;K
geelwang;-;K
indianentooi;-;K
kernvak;-;K
kinderbeveiligingssysteem;-;K
processtap;-;K
volksvroomheid;-;K
vrouwengemeenschap;-;K
vrouwenvraagstuk;-;K
waarderingsteken;-;K
waarnemingsgebied;-;K
wetgevingsprogramma;-;K
zeegroente;-;K
zeeprik;-;K
achteruitvaren;-;K
autoslot;-;K
bewegingsloosheid;-;K
bisschopsbenoeming;-;K
bosvrucht;-;K
busremise;-;K
flatpanel;-;K
gelijkheidsteken;-;K
godsbewustzijn;-;K
ijsduiker;-;K
ijsval;-;K
kasschuif;-;K
keistad;-;K
moederkip;-;K
nederzettingspolitiek;-;K
oprolmechanisme;-;K
pilotwinkel;-;K
poezenbeest;-;K
pyjamadag;-;K
roodoog;-;K
schilderskwast;-;K
schroefgat;-;K
sovjetsysteem;-;K
spoedrit;-;K
sportfan;-;K
steunlid;-;K
taaleis;-;K
verkoopbevorderend;-;K
verpleegunit;-;K
vetaanslag;-;K
vetstofwisseling;-;K
wormvrij;-;K
zandgehalte;-;K
zandleem;-;K
zoekhulp;-;K
dagcurve;-;K
gaskanon;-;K
gaspomp;-;K
ijskern;-;K
ijsmist;-;K
ijsplaneet;-;K
kortingbon;-;K
moseik;-;K
postkar;-;K
rijwerk;-;K
roodblond;-;K
rotshol;-;K
skiklas;-;K
stopbad;-;K
strodek;-;K
trambus;-;K
varkensoor;-;K
zeeboek;-;K
zeevloot;-;K
baardmos;-;K
bluspomp;-;K
brughoek;-;K
doeltype;-;K
ijsbeker;-;K
ijsbloem;-;K
koeweide;-;K
lanspunt;-;K
oefenwee;-;K
scanauto;-;K
tenthuis;-;K
zandgeel;-;K
zeeanker;-;K
zwaaiarm;-;K
wastoren;-;K
duikeend;-;K
tennisfan;-;K
pekelnat;-;K
nazirijk;-;K
veldlens;-;K
muntsmaak;-;K
bosvegetatie;-;K
nissenhut;-;K
parkhotel;-;K
televisiesysteem;-;K
verhittingsproces;-;K
herhaaltoets;-;K
ijskoning;-;K
balansarm;-;K
blauwgras;-;K
oogopener;-;K
uilenkast;-;K
cameraoog;-;K
zeebekken;-;K
volksislam;-;K
ballonrok;-;K
hanengedrag;-;K
warmtelek;-;K
vaststellingsprocedure;-;K
pijlgifkikker;-;K
organisatielid;-;K
regentengeslacht;-;K
woestijngod;-;K
stadsgeneesheer;-;K
vechtarend;-;K
twaalfcilinder;-;K
ziekenhuissfeer;-;K
compensatiedag;-;K
computercommunicatie;-;K
herinneringsteken;-;K
blusleiding;-;K
indoortraining;-;K
burencontact;-;K
bruidsshow;-;K
geloofsgeheim;-;K
privéwereld;-;K
schriftelijkheidsvereiste;-;K
rechtmatigheidsonderzoek;-;K
reformatietijd;-;K
supercontract;-;K
verhardingsmateriaal;-;K
waterrecht;-;K
supersnelweg;-;K
vernietigingsmachine;-;K
stadskwartier;-;K
wevershuis;-;K
verdedigingsstelling;-;K
voedingsmiddelentechnologie;-;K
afslankdieet;-;K
gasreservoir;-;K
jagersinstinct;-;K
frambozensap;-;K
kinderprent;-;K
ingrediëntendeclaratie;-;K
causaliteitsbegrip;-;K
herdenkingsartikel;-;K
handelskaravaan;-;K
bindelastiek;-;K
jasmijnrijst;-;K
powervrouw;-;K
slaoliestijl;-;K
survivalkit;-;K
verkrijgbaarstelling;-;K
vaandelwacht;-;K
verlichtingsfilosofie;-;K
verzekeringsgedachte;-;K
vruchtbaarheidsprobleem;-;K
waarnemingspsychologie;-;K
skilerares;-;K
speeltoneel;-;K
clubwinkel;-;K
belastingservice;-;K
gezondheidswinkel;-;K
kippenpest;-;K
zakenelite;-;K
gistingsbier;-;K
brouwersgilde;-;K
godsdiensthistorisch;-;K
christengeloof;-;K
geloofsgehoorzaamheid;-;K
kerkenordening;-;K
bedrijfschef;-;K
remstraling;-;K
handtekeningenkaart;-;K
angstdenken;-;K
borstenman;-;K
hoornconcert;-;K
watersportverbond;-;K
modeontwerp;-;K
visproduct;-;K
schoonheidsnorm;-;K
dadelijkheid;-;K
vrouwenman;-;K
overnamespel;-;K
opvoedingsinstituut;-;K
staatselektriciteitsbedrijf;-;K
belastingsamenwerking;-;K
belastingsom;-;K
kerkordening;-;K
stationswachtkamer;-;K
achteruitrijlicht;-;K
boekenmens;-;K
staatsietrap;-;K
socialistenvreter;-;K
rassengeweld;-;K
baksteenfabriek;-;K
woordendiarree;-;K
vlindertelling;-;K
demoniseringsproces;-;K
staatsolie;-;K
boekencatalogus;-;K
kasoverschot;-;K
ijsprinses;-;K
heetwaterbad;-;K
harddrugsverslaafde;-;K
graalburcht;-;K
jongensbroek;-;K
nazidictatuur;-;K
herontwikkelingsplan;-;K
hardrockmuziek;-;K
toneelactrice;-;K
subsidiebeheer;-;K
vrouwencommissie;-;K
pyjamajas;-;K
koffiezak;-;K
superambtenaar;-;K
privécoach;-;K
rekeningenboek;-;K
patiëntenbespreking;-;K
oorlogsmiddel;-;K
plantenmassa;-;K
voedingstechnologie;-;K
spinazieacademie;-;K
pamflettenoorlog;-;K
voorlichtingsactiviteit;-;K
weerdeskundige;-;K
kinderexploitatie;-;K
sovjetbureaucratie;-;K
amateurdichter;-;K
amateurhistoricus;-;K
bankorganisatie;-;K
aardkleur;-;K
bedrijfsvoeringsbeleid;-;K
bladzijdenummering;-;K
contactstop;-;K
verplichtingenstand;-;K
trainingsjas;-;K
ijsgezicht;-;K
gezelligheidsdrinker;-;K
geschilleninstantie;-;K
gasontladingsbuis;-;K
goedkeuringsmerkteken;-;K
geitenherder;-;K
ingenieurswetenschap;-;K
autoglas;-;K
jagerskostuum;-;K
kindertandheelkunde;-;K
kastuinbouw;-;K
autowedstrijd;-;K
uniformrok;-;K
aidscampagne;-;K
aidsrisico;-;K
belastingsector;-;K
antidrugseenheid;-;K
aidscongres;-;K
artiestencafé;-;K
accijnswet;-;K
aanschafbon;-;K
oorlogsgebruik;-;K
militiewet;-;K
nazisysteem;-;K
privékantoor;-;K
schippersvolk;-;K
thuisdag;-;K
verdovingspijl;-;K
weervisser;-;K
transportbus;-;K
studentengezelligheidsvereniging;-;K
sprookjesmotief;-;K
universiteitslaboratorium;-;K
vrachtwagenindustrie;-;K
stadscourant;-;K
staatsgeschiedenis;-;K
vrijmetselaarsorde;-;K
stuifregen;-;K
tempelorde;-;K
wegwerpeconomie;-;K
bedrijfsvoeringskosten;-;K
zendingssituatie;-;K
bakkersleerling;-;K
aidslijder;-;K
apneusyndroom;-;K
aidskliniek;-;K
belastingsoftware;-;K
beleidstechnisch;-;K
berkenfamilie;-;K
zeeolifant;-;K
scheepskompas;-;K
tweeduizendjarige;-;K
bospartij;-;K
dierentuindier;-;K
gemeentetram;-;K
geloofsonderzoek;-;K
brooddieet;-;K
cabaretact;-;K
gebruikersfout;-;K
kasdienst;-;K
ijseend;-;K
iriswortel;-;K
huishoudrol;-;K
miljardensubsidie;-;K
nazimisdadiger;-;K
ondersteuningstaak;-;K
peiltoestel;-;K
nazibeest;-;K
oorzakenleer;-;K
palmcomputer;-;K
pioniersschop;-;K
poppenkind;-;K
poppenkasterij;-;K
privégedrag;-;K
pottenbakkersdraaischijf;-;K
potroos;-;K
06;-;K
4wd;-;K
AAW;-;K
AM;-;K
AWW;-;K
Alpenlandschap;-;K
Bengalese;-;K
Bondsdaglid;-;K
Buurlo;-;K
CO-emissie;-;K
Christus-Koning;-;K
DNS;-;K
Grabbelpas;-;K
Graspop;-;K
Hanzelijn;-;K
I;-;K
ID;-;K
II;-;K
III;-;K
IX;-;K
Kamerbrief;-;K
Malagassische;-;K
Mexico-Stad;-;K
NAVO-vloot;-;K
Noordzeemilieu;-;K
Oranjecomité;-;K
Rekenkamer;-;K
Rijksarchiefschool;-;K
Sovjetperiode;-;K
Sovjetregime;-;K
Sovjettijdperk;-;K
V;-;K
VII;-;K
VIII;-;K
VUT-fonds;-;K
VUT-uitkering;-;K
Volkskrantlezer;-;K
Volkswagenfabriek;-;K
WAO-gat;-;K
Wekenfeest;-;K
Wereldgezondheidsdag;-;K
Wereldhandelscentrum;-;K
Wereldnatuurfonds;-;K
Wereldvoedseldag;-;K
Wereldvrouwendag;-;K
Werkloosheidswet;-;K
X;-;K
XI;-;K
XII;-;K
XIII;-;K
XIV;-;K
XIX;-;K
XLI;-;K
XLII;-;K
XLIV;-;K
XLIX;-;K
XLV;-;K
XLVI;-;K
XV;-;K
XVII;-;K
XX;-;K
XXI;-;K
XXII;-;K
XXIV;-;K
XXIX;-;K
XXV;-;K
XXVI;-;K
XXX;-;K
Ziekenfondsraad;-;K
Ziekenfondswet;-;K
Ziektewet;-;K
Zuid-Polen;-;K
aanbodgestuurd;-;K
aansprakelijkgestelde;-;K
aanzuiveringstermijn;-;K
absentia;-;K
adopter;-;K
afhechting;-;K
afzetbeen;-;K
algendiesel;-;K
allerlaagst;-;K
andersgekleurde;-;K
antidiscriminatiebepaling;-;K
antidumpingmaatregel;-;K
antitankgranaat;-;K
antitype;-;K
apparaatsuitgaven;-;K
apparatsjik;-;K
arabica;-;K
arbeidsgezondheidskundig;-;K
arts-assistente;-;K
asbestweg;-;K
aspectenonderzoek;-;K
atriumfibrilleren;-;K
bedrijfscombinatie;-;K
bedrijfsvoeringsinformatie;-;K
bedrijfsvoeringsproces;-;K
beheerdersrechten;-;K
belastingscurve;-;K
beleidsverantwoordelijk;-;K
berge;-;K
beroepsbegeleidend;-;K
beroepsopleidend;-;K
beurze;-;K
bezoekersparkeren;-;K
bezwaarindiener;-;K
boeroeper;-;K
bolbloementeelt;-;K
chocoladebeen;-;K
co-evolutie;-;K
colloqueren;-;K
congestiegebied;-;K
contaminant;-;K
coproductiefonds;-;K
daltarief;-;K
depressieveling;-;K
descriptor;-;K
dichtbebost;-;K
dooronderhandelen;-;K
douaneschuld;-;K
douanewetgeving;-;K
draadtang;-;K
eetmoment;-;K
eetprobleem;-;K
eindejaarsmarge;-;K
factoring;-;K
future;-;K
geel-blauw;-;K
gender;-;K
gendergebonden;-;K
geschillenbeslechtingsprocedure;-;K
gestanddoeningstermijn;-;K
gezinsarbeid;-;K
gezinsmigratie;-;K
gezondheidswetenschappelijk;-;K
gogo;-;K
grieppandemie;-;K
grintweg;-;K
groepsbeeld;-;K
hagelnieuw;-;K
halfdrie;-;K
halfelf;-;K
halfnegen;-;K
halftien;-;K
halftwaalf;-;K
halftwee;-;K
herontwikkelingslocatie;-;K
hiërogliefenschrift;-;K
hominem;-;K
hoofdvaarweg;-;K
huis-aan-huisactie;-;K
huisvester;-;K
hulpverleningsmethode;-;K
ijsbestrijding;-;K
ijzerwarenhandel;-;K
inbreukprocedure;-;K
incidentenbeleid;-;K
indianengebied;-;K
infobus;-;K
inrichtinggebonden;-;K
instellingsaccreditatie;-;K
interculturaliseringsproces;-;K
intering;-;K
investeringsbankieren;-;K
inwerkingtredingstermijn;-;K
inzendingstermijn;-;K
jackfruit;-;K
junicirculaire;-;K
kanaalweg;-;K
kortlevend;-;K
lafjes;-;K
leerwegondersteunend;-;K
leidingbeheerder;-;K
leprakolonie;-;K
loonspiraal;-;K
materiaalhergebruik;-;K
meeverbrandingsinstallatie;-;K
mega;-;K
mondialiseringsproces;-;K
mondingsenergie;-;K
munterij;-;K
nestbevuiling;-;K
niet-belastingontvangsten;-;K
nieuwjaar;-;K
no-claimteruggave;-;K
non-stopvlucht;-;K
obsidiaan;-;K
oktobernummer;-;K
onderbrengingsplicht;-;K
onderhandelingstaal;-;K
